Timestamp,P1_SPU,F1_Lmin,F2_Lmin,P2_SPU,Label
1778191559,2.69,2.93,2.53,-0.96,1
1778191561,3.98,2.8,2.4,-0.14,1
1778191563,2.75,2.8,2.4,-1.26,1
1778191565,3.35,2.93,2.4,-0.79,1
1778191567,2.9,2.8,2.4,-0.98,1
1778191569,3.12,2.8,2.53,-0.43,1
1778191571,3.5,2.8,2.4,-0.63,1
1778191573,3.99,2.93,2.4,-0.41,1
1778191575,3.1,2.8,2.53,-0.58,1
1778191577,3.05,2.93,2.4,-0.68,1
1778191579,3.05,2.8,2.53,-0.74,1
1778191581,3.93,2.8,2.4,-0.47,1
1778191583,3.53,2.8,2.53,-0.52,1
1778191585,3.29,2.93,2.53,-0.26,1
1778191587,3.67,2.8,2.4,-0.07,1
1778191589,3.12,2.8,2.53,-0.85,1
1778191591,3.47,2.8,2.4,-0.14,1
1778191593,2.92,2.93,2.4,-0.48,1
1778191595,3.62,2.8,2.4,-0.25,1
1778191597,2.92,2.8,2.4,-0.95,1
1778191599,3.12,2.8,2.4,0.03,1
1778191601,2.7,2.93,2.4,-1.08,1
1778191603,3.61,2.8,2.53,-0.38,1
1778191605,3.86,2.8,2.4,0.43,1
1778191607,2.94,2.93,2.53,-0.15,1
1778191609,3.24,2.8,2.4,0.0,1
1778191611,3.89,2.8,2.4,0.39,1
1778191613,3.16,2.93,2.53,0.27,1
1778191615,2.81,2.8,2.4,0.16,1
1778191617,3.4,2.8,2.4,-0.14,1
1778191619,3.73,2.8,2.4,-0.65,1
1778191621,3.75,2.8,2.53,-0.23,1
1778191623,3.0,2.8,2.4,-0.56,1
1778191625,1.64,2.8,2.53,-1.61,1
1778191627,2.01,2.8,2.53,-1.22,1
1778191629,3.4,2.8,2.53,-0.94,1
1778191631,3.1,2.8,2.4,-1.23,1
1778191633,2.69,2.8,2.53,-0.34,1
1778191635,3.5,2.8,2.4,0.01,1
1778191637,3.25,2.8,2.4,-0.16,1
1778191639,1.04,2.93,2.53,-1.51,1
1778191641,3.65,2.8,2.4,-0.43,1
1778191643,3.59,2.8,2.53,-0.32,1
1778191645,3.86,2.8,2.4,-0.35,1
1778191647,3.43,2.93,2.53,-0.05,1
1778191649,3.65,2.8,2.53,-0.13,1
1778191651,3.24,2.8,2.4,0.27,1
1778191653,3.16,2.8,2.53,-0.89,1
1778191655,3.61,2.8,2.4,0.28,1
1778191657,3.21,2.8,2.4,-0.5,1
1778191659,3.53,2.8,2.53,0.43,1
1778191661,3.17,2.8,2.4,-1.12,1
1778191663,3.89,2.93,2.4,-0.03,1
1778191665,2.78,2.8,2.4,-0.92,1
1778191667,3.47,2.8,2.4,0.15,1
1778191669,3.56,2.8,2.53,-0.74,1
1778191671,3.77,2.8,2.4,-0.06,1
1778191673,3.36,2.8,2.53,-0.15,1
1778191675,3.73,2.8,2.4,-0.14,1
1778191677,3.34,2.8,2.53,-0.38,1
1778191679,3.51,2.8,2.4,-0.06,1
1778191681,4.05,2.8,2.4,-0.04,1
